Plant url,Common name,Botanical name,Type,Family,Native range,Zone,Zone low,Zone high,Height,Height low,Height high,Unit,Spread,Spread low,Spread high,Unit,Bloom Time,Bloom Description,Sun,Water,Maintenance,Suggested Use,Flower,Attracts,Fruit,Leaf,Other,Tolerate,Culture,Noteworthy characteristics,Problems,Garden uses,Hummingbirds,Butterflies,Birds,Erosion,Rabbit,Black Walnut,Drought,Clay Soil,Deer,Dry Soil,Shallow-Rocky Soil,Heavy Shade,Wet Soil,Air Pollution,
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=291890&isprofile=1&basic=Glossy+Abelia,Glossy Abelia,Abelia Grandiflora,Deciduous shrub,Caprifoliaceae,origin unknown,5 to 9,5,9,3.00 to 6.00 feet,3,6,feet,3.00 to 6.00 feet,3,6,feet,May to September,White/flushed pink,Full sun to part shade,Medium,Low,"Hedge, Naturalize","Showy, Fragrant",,,Good Fall,,Erosion,"Culture
 Easily grown in average, medium, well-drained soil in full sun to part shade. Best flowering in full sun. Prefers moist, organically rich soils which drain well. Somewhat evergreen in the South, but generally deciduous in the St. Louis area where stems may suffer substantial damage (including dying to the ground) in cold winters. Significant stem damage can be expected when winter temperatures approach zero degrees F. Best sited in a protected location in the St. Louis area. Blooms on new wood, so prune as needed (e.g., remove stems lost to winter and, if desired, thin to the ground up to 1/3 of old stems) in late winter to early spring.","Noteworthy Characteristics
 Abelia × grandiflora is a cross between A. chinensis and A. uniflora. It is a rounded, spreading, multi-stemmed shrub in the honeysuckle family. Typically grows on gracefully arching branches to 2-4' tall in the St. Louis area, but usually taller (to 6' tall ) in the warm winter climates of the South (USDA Zones 8-9). In years where the stems die to the ground in winter but the plant survives, flowering will still occur, but on smaller plants that typically reach a height of only 1-1.5'. Features clusters of white-tinged-pink, bell-shaped flowers (to 3/4"" long) which appear in the upper leaf axils and stem ends over a long and continuous late spring to fall bloom period. Flowers are fragrant. Ovate, glossy, dark green leaves (to 1.25"" long) turn purplish-bronze in autumn.Genus name honors Dr. Clarke Abel (1780-1826), physician and naturalist, who collected seed and plants as part of a British expedition to China in 1817.Specific epithet means large flowered.","Problems
 No serious insect or disease problems. Winter die-back may occur in the St. Louis area.","Garden Uses
 Specimen or grouping or mass for shrub borders or foundations. Also effective as an informal hedge or low screen (plants tend to lose attractive graceful shape if pruned or sheared to a more formal hedge look) in southern areas where winter kill is not a concern. Mass on slopes or banks for attractive shrubby cover and erosion control.",0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=291890&isprofile=1&basic=Glossy+Abelia,Kaleidoscope Abelia,Abelia Grandiflora,Deciduous shrub,Caprifoliaceae,origin unknown,5 to 9,5,9,3.00 to 6.00 feet,3,6,feet,3.00 to 6.00 feet,3,6,feet,May to September,White/flushed pink,Full sun to part shade,Medium,Low,"Hedge, Naturalize","Showy, Fragrant",,,Good Fall,,Erosion,"Culture
 Easily grown in average, medium, well-drained soil in full sun to part shade. Best flowering in full sun. Prefers moist, organically rich soils which drain well. Somewhat evergreen in the South, but generally deciduous in the St. Louis area where stems may suffer substantial damage (including dying to the ground) in cold winters. Significant stem damage can be expected when winter temperatures approach zero degrees F. Best sited in a protected location in the St. Louis area. Blooms on new wood, so prune as needed (e.g., remove stems lost to winter and, if desired, thin to the ground up to 1/3 of old stems) in late winter to early spring.","Noteworthy Characteristics
 Abelia × grandiflora is a cross between A. chinensis and A. uniflora. It is a rounded, spreading, multi-stemmed shrub in the honeysuckle family. Typically grows on gracefully arching branches to 2-4' tall in the St. Louis area, but usually taller (to 6' tall ) in the warm winter climates of the South (USDA Zones 8-9). In years where the stems die to the ground in winter but the plant survives, flowering will still occur, but on smaller plants that typically reach a height of only 1-1.5'. Features clusters of white-tinged-pink, bell-shaped flowers (to 3/4"" long) which appear in the upper leaf axils and stem ends over a long and continuous late spring to fall bloom period. Flowers are fragrant. Ovate, glossy, dark green leaves (to 1.25"" long) turn purplish-bronze in autumn.Genus name honors Dr. Clarke Abel (1780-1826), physician and naturalist, who collected seed and plants as part of a British expedition to China in 1817.Specific epithet means large flowered.","Problems
 No serious insect or disease problems. Winter die-back may occur in the St. Louis area.","Garden Uses
 Specimen or grouping or mass for shrub borders or foundations. Also effective as an informal hedge or low screen (plants tend to lose attractive graceful shape if pruned or sheared to a more formal hedge look) in southern areas where winter kill is not a concern. Mass on slopes or banks for attractive shrubby cover and erosion control.",0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=291890&isprofile=1&basic=Glossy+Abelia,Rose Creek Abelia,Abelia Grandiflora,Deciduous shrub,Caprifoliaceae,origin unknown,5 to 9,5,9,3.00 to 6.00 feet,3,6,feet,3.00 to 6.00 feet,3,6,feet,May to September,White/flushed pink,Full sun to part shade,Medium,Low,"Hedge, Naturalize","Showy, Fragrant",,,Good Fall,,Erosion,"Culture
 Easily grown in average, medium, well-drained soil in full sun to part shade. Best flowering in full sun. Prefers moist, organically rich soils which drain well. Somewhat evergreen in the South, but generally deciduous in the St. Louis area where stems may suffer substantial damage (including dying to the ground) in cold winters. Significant stem damage can be expected when winter temperatures approach zero degrees F. Best sited in a protected location in the St. Louis area. Blooms on new wood, so prune as needed (e.g., remove stems lost to winter and, if desired, thin to the ground up to 1/3 of old stems) in late winter to early spring.","Noteworthy Characteristics
 Abelia × grandiflora is a cross between A. chinensis and A. uniflora. It is a rounded, spreading, multi-stemmed shrub in the honeysuckle family. Typically grows on gracefully arching branches to 2-4' tall in the St. Louis area, but usually taller (to 6' tall ) in the warm winter climates of the South (USDA Zones 8-9). In years where the stems die to the ground in winter but the plant survives, flowering will still occur, but on smaller plants that typically reach a height of only 1-1.5'. Features clusters of white-tinged-pink, bell-shaped flowers (to 3/4"" long) which appear in the upper leaf axils and stem ends over a long and continuous late spring to fall bloom period. Flowers are fragrant. Ovate, glossy, dark green leaves (to 1.25"" long) turn purplish-bronze in autumn.Genus name honors Dr. Clarke Abel (1780-1826), physician and naturalist, who collected seed and plants as part of a British expedition to China in 1817.Specific epithet means large flowered.","Problems
 No serious insect or disease problems. Winter die-back may occur in the St. Louis area.","Garden Uses
 Specimen or grouping or mass for shrub borders or foundations. Also effective as an informal hedge or low screen (plants tend to lose attractive graceful shape if pruned or sheared to a more formal hedge look) in southern areas where winter kill is not a concern. Mass on slopes or banks for attractive shrubby cover and erosion control.",0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=275408&isprofile=1&basic=Acer+Palmatum,Japanese Maple,Acer Palmatum,Tree,Sapindaceae,"Korea, Japan",5 to 8,5,8,10.00 to 25.00 feet,10,25,feet,10.00 to 25.00 feet,10,25,feet,April,Reddish-purple,Full sun to part shade,Medium,Low,,Insignificant,,,Good Fall,,"Rabbit, Black Walnut","Culture
 Best grown in moist, organically rich, slightly acidic, well-drained soils in full sun to part shade. Grows well in sandy loams. May be grown in full sun in the northern parts of its growing range, but prefers some part afternoon shade in the southern parts (including St. Louis) of its growing range. New foliage may scorch in full sun locations in hot summers areas, particularly if soils are not kept consistently moist. Mulch helps retain soil moisture and keep roots cool. Site in locations protected from strong winds. Avoid hot and dry sites. Fertilize in spring before leaves emerge. Pruning is best kept to a minimum, but if needed should be done in late fall to mid winter. Spring or summer pruning often results in significant bleeding.","Noteworthy Characteristics
 Acer palmatum, commonly called Japanese maple, is a deciduous shrub or small tree that typically grows to 10-25' (infrequently to 40') tall. It is native to Japan, Korea and China. General plant form is rounded to broad-rounded, often with low branching. Each palmate green leaf (2-5"" long) has 5 or 7 but less frequently 9 pointed toothed lobes. Small reddish-purple flowers in umbels bloom in mid spring (April). The flowers are rather attractive close up, but are not particularly showy from a distance. Flowers are followed by samaras (to 3/4"" long) in pairs. Samaras ripen in September-October. Fall color includes shades of yellow, red-purple and bronze. Cultivars (often grafted) are quite variable.Genus name is the Latin name for a maple tree.Specific epithet is in reference to the palmate nature of the leaves. Each leaf has several lobes (typically 5–7) that all originate from one point looking like an open hand with outstretched fingers.","Problems
 Potential disease problems include stem canker, leaf spots, fusarium, verticillium wilt, botrytis, anthracnose and root rots. Potential insect pests include aphids, scale, borers and root weevils. Mites may be troublesome. Foliage tends to leaf out early in spring and is subject to damage from late spring frosts. Chlorosis may occur in high pH soils.","Garden Uses
 Japanese maples are generally grown for their attractive foliage and shape. Specimen/accent or group around the home or yard or periphery of the border. Good sun-dappled understory tree. Woodland garden margins. Screen. Bonsai.",0,0,0,0,1,1,0,0,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=275427&isprofile=1&basic=Acer+Truncatum,Shantung Maple,Acer Truncatum,Tree,Sapindaceae,"Northern China, Manchuria, Korea",4 to 8,4,8,20.00 to 25.00 feet,20,25,feet,15.00 to 20.00 feet,15,20,feet,April,Greenish yellow,Full sun to part shade,Medium,Low,,Insignificant,,,Good Fall,,Drought,"Culture
 Easily grown in average, medium, well-drained soil in full sun to part shade. Prefers moist, acidic soils with good drainage. Established trees reportedly have good heat and drought tolerance.","Noteworthy Characteristics
 Acer truncatum, commonly called Shangtung maple, is native to China. It is a small, rounded, deciduous understory tree that typically grows 20-25’ tall with a densely-branched, rounded crown. Features medium green leaves (to 5” across) that have 5 triangular lobes. Leaves emerge reddish purple in spring but mature to dark green. Good fall color features attractive shades of yellow and orange, sometime with purples and reds mixed in. Leaves may be truncate at the base as suggested by the species name. Leaf stems exude a milky sap when cut. Greenish-yellow flowers appear in April-May in clusters (corymbs). As with most maples, the flowers are not showy. Fruit is a samara (to 1.5” long). Sometimes also commonly called purpleblow maple.Genus name is the Latin name for a maple tree.Specific epithet means cut off square in reference to leaves that may be truncated or cut off square at the base.","Problems
 No serious insect or disease problems.","Garden Uses
 Excellent small landscape tree or street tree. Specimen around the home for patios and small areas.",0,0,0,0,0,0,1,0,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281049&isprofile=1&basic=Aesculus+Pavia,Red Buckeye,Aesculus Pavia,Deciduous shrub,Sapindaceae,North America,4 to 8,4,8,12.00 to 15.00 feet,12,15,feet,12.00 to 15.00 feet,12,15,feet,April to May,Bright red,Full sun to part shade,Medium,Medium,"Hedge, Flowering Tree, Rain Garden",Showy,Hummingbirds,Showy,,,Clay Soil,"Culture
 Grow in average, medium moisture, well-drained soil in full sun to part shade. Prefers moist, fertile soils. Foliage tends to scorch and generally depreciate in dry conditions. Foliage appreciates some afternoon shade in hot summer climates. Can be grown from seed, and may flower as early as the second or third year.","Noteworthy Characteristics
 Aesculus pavia, commonly called red buckeye, is a deciduous clump-forming shrub or small tree with an irregular rounded crown. It typically grows 10-20’ tall. Showy, erect, 4-10” long panicles of red to orange-red, narrow-tubular flowers appear in spring. Palmately compound, shiny, dark green leaves are attractive in spring and early summer, but usually begin to decline by August. Smooth, light brown, globular (1-2” diameter) seed capsules encase 1-3 shiny seeds called buckeyes that ripen in the fall. Seeds are poisonous and are avoided by most wildlife. Fall foliage color is unremarkable. Red buckeye is native to southeastern Missouri where it typically occurs in low rich wooded valleys, at bluff bases, on wooded slopes and along streams (Steyermark). Flowers are attractive to ruby-throated hummingbirds and bloom in St. Louis at about the same time that the hummingbirds return to the area in spring migration.Genus name is the Latin name for a kind of oak bearing edible acorns but applied by Linnaeus to this genus.Specific epithet honors 17th century Dutch botanist Peter Paaw (Petrus Pavius).","Problems
 Leaf blotch can be a significant problem.","Garden Uses
 Specimen flowering tree, screen or hedge.",1,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279003&isprofile=1&basic=,,,Deciduous shrub,Caprifoliaceae,China,7 to 9,7,9,5.00 to 8.00 feet,5,8,feet,3.00 to 5.00 feet,3,5,feet,July to September,White,Full sun to part shade,Medium,Low,Hedge,"Showy, Fragrant",Butterflies,,,,"Rabbit, Deer","Culture
 Easily grown in average, moist, acidic, well-drained soils in full sun to part shade.  Winter hardy to USDA Zones 7-9. May be attempted in protected locations in Zone 6. Plants usually die to the ground in the cold winter climates of Zones 5 and 6, but may send up new shoots from the roots the following spring. Typically does not require pruning. Flowers blooms on new wood, so any pruning deemed necessary should be done in early spring. Tolerant of heat and humidity. Deer resistant. Established plants have minimal watering needs. Foliage has semi-evergreen tendencies in warm winter climates.","Noteworthy Characteristics
 Abelia chinensis, commonly known as Chinese abelia, is an upright-rounded, multi-stemmed, deciduous shrub of the honeysuckle family that typically grows on arching branches to 5-8’ tall and to 3-5’ wide. This is an outstanding flowering shrub whose main claim to fame is a lengthy early summer to fall bloom of very fragrant tubular white flowers with showy soft pink bracts. Flowers may be the most fragrant found on any species of Abelia. This shrub is native to lower alpine areas up to about 6000’ in elevation in southeastern China. Branchlets are covered with soft reddish wooly hairs when young. Mature branches are grayish brown. Toothed ovate leaves (to 1 1/2” long) are sparsely hairy above. White flowers (each to 1/2” long) bloom in axillary and terminal clusters at the stem ends. Weight of the flowers often causes the stem ends to dip, thus giving the shrub a somewhat weeping appearance during peak bloom season. As the flowers finish bloom, the sepals turn from green to a showy rosy mauve and persist on the shrub with retention of that color until November. From a distance, the shrub appears to be in bloom well into fall even though the flowers are long gone. This shrub is well-known for being attractive to butterflies (adults butterflies seek flower nectar and caterpillars feed on the foliage). 
 

 Chinese abelia is a parent of the popular A. x grandiflora hybrids.Genus name honors Dr. Clarke Abel (1780-1826), physician and naturalist, who collected seed and plants as part of a British expedition to China in 1817.Specific epithet is in reference to this species being native to China.","Problems
 No serious insect or disease problems.","Garden Uses
 Specimen, group or mass. Border, foundation or hedge. Site in areas where the flowers and fragrance plus the visiting butterflies may be easily observed.  Straight species is infrequently marketed in commerce.",0,1,0,0,1,0,0,0,1,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=275753&isprofile=1&basic=Agave+Parryi,Artichoke Agave,Agave Parryi,Herbaceous perennial,Asparagaceae,"Southwestern United States, northern Mexico",7 to 10,7,10,1.50 to 2.00 feet,1.5,2,feet,2.00 to 3.00 feet,2,3,feet,Rarely flowers,Yellow,Full sun,Medium,Medium,,Showy,,,"Colorful, Evergreen",Winter Interest,"Drought, Dry Soil, Shallow-Rocky Soil","Culture
 Reliably winter hardy to USDA Zones 7-10. Best growth occurs in a sandy/gritty, dry to medium moisture, well-drained soil in full sun. Tolerates some light shade. Sharp soil drainage is important. Poorly-drained soils inevitably lead to root rot. Tolerates dry soils and drought.  Surprisingly good winter hardiness for this succulent. Plants have reportedly survived winters with temperatures as low as -20F (USDA Zone 5), but cold temperatures should be ""dry cold"" as opposed to ""wet cold"".","Noteworthy Characteristics
 Agave parryi, often called Parry's agave or mescal, is a rosette-forming perennial succulent that is native to grasslands, chaparral, desert scrub, pinyon-juniper and oak woodlands in Arizona, New Mexico and northern Mexico typically at elevations from 4,000 to 8,000 feet. It is most noted for its attractive blue-gray to gray-green evergreen leaves, but is also noted for its infrequent but spectacular flowering spikes. Thick, rigid, smooth, ovate to oblong, blue-gray leaves (to 12” long) form a large, dense, symmetrical, basal rosette. A rosette will typically mature over time to 2' tall by 3' wide. Each leaf has spiny margins with a one inch terminal spine. Suckers/offsets root at the base of the rosette forming over time a colony of rosettes. Each rosette will flower only once, usually at some point between 10-15 years (not the 100 years suggested by the also-used common name of century plant used for some agaves), but sometimes flowering will not occur until 20-30 years. One huge flowering stalk (to 20' tall) will rise from each rosette, with each stalk producing 20 to 30 side branches and with each side branch containing a large cluster of creamy yellow flowers. In its native habitat, flowers typically bloom in summer (June - August). Flowers are followed by seed pods. The flowering rosette dies after flowering, but new rosettes formed by suckers/offsets from the base of the mother plant will remain. Native Americans used this agave as a source of food, fiber, soap and medicine. Plant liquids may be fermented to form an alcoholic beverage called pulque which may be further distilled to form mescal or tequila.  
 

 Genus name comes from the Greek word agauos meaning admirable in probable reference to the flower spikes.  
 

 Specific epithet honors Charles C. Parry (1823-1890), physician-botanist-plant collector.","Problems
 Agave weevil can be troublesome. Slugs and snails may damage foliage.  Root rot may occur, particularly in poorly-drained or overly-moist soils.","Garden Uses
 Where winter hardy, this agave serves as an interesting tropical accent or specimen. Mass plantings can be spectacular. Borders. Ground cover. Container plant for areas where it is not winter hardy.",0,0,0,0,0,0,1,0,0,1,1,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282195&isprofile=1&basic=Aloe+Vera,Aloe,Aloe Vera,Herbaceous perennial,Asphodelaceae,Mediterranean,10 to 12,10,12,1.00 to 2.00 feet,1,2,feet,0.50 to 1.00 feet,0.5,1,feet,Seasonal bloomer,Yellow,Full sun,Dry,Low,,Showy,,,Evergreen,,Drought,"Culture
 Winter hardy to USDA Zone 10-12. In St. Louis, it may be grown indoors in containers. As a houseplant, it is easily grown in sandy well-drained commercial potting loams. Best sited in full sun, but this plant seems to adapt to some part shade. It needs bright light for flowering. Tolerant of drought and dry indoor air. Water very moderately in spring, summer and fall, but reduce watering to the minimum in winter. Tolerates 50F to 60F degree nights in summer with a minimum of 40F degrees in winter. Plants taken outside for summer should be protected from rain, and should be brought indoors in early fall before night temperatures begin to dip below 50F degrees. Easily propagated from offsets that appear near the base of mature plants.","Noteworthy Characteristics
 Aloe vera, commonly called medicinal aloe, is a stoloniferous, stemless, tropical perennial that grows upright with stiff rosettes of succulent leaves. Common name is in reference to the folk medicine history of this plant which goes back to the pre-Christian era. Lance-shaped green leaves (to 18” long) are spotted white and armed with whitish marginal teeth. Leaves mature to gray-green. Plants may grow to as much as 3’ tall. Flowering occurs only on mature plants, typically in summer. On container plants, flowering will only occur on plants grown in optimum conditions (e.g., sunny windows or sunny outdoor locations). Yellow flowers in racemes bloom atop erect stalks rising to as much as 3’ tall. Medicinal aloe is noted for the healing and cosmetic properties attributed to its sap. The sap is added to a large number of commercial cosmetics, particularly lotions and creams. Sap is noted for its ability to moisten dry skin. Sap from a broken leaf may be applied directly to burns on the skin for relief. Sap should not be eaten, but has been used in the past for treating peptic ulcers. The sap also reportedly has strong laxative properties. Medicinal aloe is also commonly called burn plant or burn aloe. Synonymous with and formerly known as Aloe barbadensis.","Problems
 Watch for mealy bugs and scale. Avoid overwatering.","Garden Uses
 Houseplant for dry, sunny areas.",0,0,0,0,0,0,1,0,0,0,0,0,0,0
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=275348&isprofile=1&basic=Anisacanthus+Quadrifidus,Flame Acanthus,Anisacanthus Quadrifidus,Deciduous shrub,Acanthaceae,"Texas, Mexico",7 to 10,7,10,3.00 to 5.00 feet,3,5,feet,3.00 to 4.00 feet,3,4,feet,June to September,Reddish orange,Full sun,Dry,Low,,Showy,"Hummingbirds, Butterflies",,,Winter Interest,"Deer, Drought, Clay Soil, Shallow-Rocky Soil","Culture
 Best grown in medium to dry, well-draining soils in full sun, but is adaptable to many soil types including poor, rocky soils and heavy, clay soils. Tolerant of drought, and takes well to pot culture. Occasional but regular summer irrigation may be required in desert landscapes. Hardy from Zones 7 to 10. In the colder parts of its range, this plant will die back to the roots and reemerge in the spring with new top growth. Pruning is not required, but can be pruned for shape in the fall and cut back more severely every few years.","Noteworthy Characteristics
 Anisacanthus quadrifidus var. wrightii, commonly called Texas firecracker, is an upright, deciduous shrub reaching up to 5' tall and 4' wide with an informal, spreading appearance. It is native to extreme south-central Texas and adjacent northern Mexico, where it is found growing on rocky, calcareous slopes and floodplains. The slender, brittle stems have attractive, peeling bark. The leaves are small, nearly clasping, and lanceolate in shape. Bright red-orange tubular flowers (1-1.5"" long) appear in abundance during bloom periods, which most often fall from spring to late summer after rain. Extremely attractive to hummingbirds, butterflies, and other pollinators. Deer tend to avoid this plant.The specific epithet quadrifidus means ""divided into four"", possibly in reference to the four symmetrical petals of the flowers. The infraspecific epithet wrightii honors Charles Wright (1811-1885), an American botanist who chiefly collected in Texas, Hong Kong, and Cuba.","Problems
 No known pest or disease issues.","Garden Uses
 Informal hedge or specimen plant. Does well in mixed borders, containers, rock gardens, and xeriscaping.",1,1,0,0,0,0,1,1,1,0,1,0,0,0
