SR No,PlantName,Category,Wiki link,Page Data,
1,Dryopteris_marginalis,Fern,https://en.wikipedia.org/wiki/Dryopteris_marginalis,"Dryopteris marginalis, vernacularly known as the marginal shield fern or marginal wood fern is a perennial species of fern found in damp shady areas throughout eastern North America, from Texas to Minnesota and Newfoundland. It favors moderately acid to circumneutral soils in cooler areas, but is fairly drought-resistant once established.  In the warmer parts of its range, it is most likely to be found on north-facing non-calcareous rock faces. It is common in many altitudes throughout its range, from high ledges to rocky slopes and stream banks. Marginal wood fern's name derives from the fact that the sori are located on the margins, or edges of the leaflets.


== Description ==

Dryopteris marginalis is an evergreen fern throughout its range, along with Christmas fern (Polystichum acrostichoides) it is one of the few evergreen ferns. Marginal wood fern grows from a clump with a prominent central rootstock, this rootstock may be exposed and give this fern the appearance of being like a small tree fern. Often, the dead leaves will accumulate beneath the plant. The stipe, or stem which supports the leaf is approximately 1/4 the length of the leaf and covered in bright golden brown scales. The stipe itself is grooved on upward facing side and dark red-brown at the base and becoming green further up the leaf.The leaf is a dark blue green and thick and leathery in texture. It grows 1–2 ft in height and approximately 6 in wide. Each leaf is broken up into leaflets which are arranged on either side of the main stalk. The tips of these leaflets are generally curved toward the tip of the leaf. These leaflets themselves are divided into subleaflets which are blunt tipped and either serrated or lobed. The fertile leaflets (leaflets bearing sori and spores) are similar to the fertile leaflets in size and appearance. The round sori are located on the margins of the leaf tissue. Before the sori are ripe they start out gray then they turn an interesting blue-violet color before finally turning brown when they are mature. The sori are covered in a kidney shaped indusium which is smooth.Dryopteris marginalis is known to form hybrids with 10 other species and some of the hybrids are common, they can be identified by the malformed spores and sori which are not quite on the margins of the leaves.

		
		
		


== References ==


== External links ==
Connecticut Botanical Society: Dryopteris marginalis",
2,Duranta_erecta,Perennial,https://en.wikipedia.org/wiki/Duranta_erecta,"Duranta erecta is a species of flowering shrub in the verbena family Verbenaceae, native from Mexico to South America and the Caribbean.  It is widely cultivated as an ornamental plant in tropical and subtropical gardens throughout the world, and has become naturalized in many places. It is considered an invasive species in Australia, China, South Africa and on several Pacific Islands. Common names include golden dewdrop, pigeon berry, and skyflower. In Mexico, the native Nahuatl name for the plant is xcambocoché. In Tonga it is known as mavaetangi (tears of departure).
Duranta is registered as an invasive weed by many councils of Australia. It is a prolific, fast growing weed that is spread by birds from domestic areas to natural reserves. It was introduced and marketed as a hedge plant some years ago. Many people now fight to keep this thorny pest under control. It is highly ranked in the most invasive weeds in Australia. [1]


== Description ==

Duranta erecta is a sprawling shrub or (infrequently) a small tree. It can grow to 6 m (20 ft) tall and can spread to an equal width. Mature specimens possess axillary thorns, which are often absent on younger specimens. The leaves are light green, elliptic to ovate, opposite, and grow up to 7.5 cm (3.0 in) long and 3.5 cm (1.4 in) broad, with a 1.5 cm petiole. The flowers are light-blue or lavender, produced in tight clusters located on terminal and axillary stems, blooming almost all year long. The fruit is a small globose yellow or orange berry, up to 11 mm (0.43 in) diameter and containing several seeds. The leaves and unripened berries of the plant are toxic, and are confirmed to have killed children, dogs and cats. The berries change colour from orange to a dark purple similar to mulberries once ripened and are edible without side-effects. However, songbirds eat the fruit without ill effects.


== Taxonomy ==
The genus name is in honor of Castore Durante, a fifteenth-century Italian botanist. The specific epithet erecta means ""upright"" in Latin. The plant is also known as D. repens, from the Latin for ""creeping"". The latter name was originally used to identify smaller-leaved varieties of the species.


== Ecology ==

Duranta erecta is native to the Americas, from Mexico and the Caribbean south to Brazil and Argentina. There is some debate about whether the plant is also native to the southern United States, in Florida, Louisiana, Texas, Arizona and California, or is an introduced species there. In its natural state, it commonly grows in rocky or sandy coastal areas with full sun, or moister, disturbed sites inland. Prior to maturity, the plant will grow at a rate of up to half a meter per year.


== Cultivation ==
Golden dewdrop is widely grown as an ornamental plant throughout tropical and warm subtropical regions. Its showy flowers and fruit make it a desirable addition to gardens, and the blossoms attract butterflies and hummingbirds. There are a wide variety of cultivars available, including 'Alba', 'Aurea', 'Aussie Gold', 'Gold Mound', 'Geisha Girl', 'Sapphire Showers', and 'Variegata'.


=== Invasive potential ===
The plant has been identified as an environmental weed in Australia, South Africa, and China, and is described as invasive in Hawaii, Fiji and French Polynesia. It has been introduced to other habitats but has not become invasive.


== Gallery ==

		
		


== References ==


== External links ==
Durable, Dependable: Durantas! (San Diego Horticultural Society, via the Internet Archive)

Dressler, S.; Schmidt, M. & Zizka, G. (2014). ""Duranta erecta"". African plants – a Photo Guide. Frankfurt/Main: Forschungsinstitut Senckenberg.",
3,Durio_zibethinus,Tree,https://en.wikipedia.org/wiki/Durio_zibethinus,"Durio zibethinus is the most common tree species in the genus Durio that are known as durian and have edible fruit also known as durian.
As with most other durian species, the edible flesh emits a distinctive odour that is strong and penetrating even when the husk is intact. Some people regard the durian as having a pleasantly sweet fragrance; others find the aroma overpowering and revolting. The smell evokes reactions from deep appreciation to intense disgust, and has been described variously as rotten onions, turpentine, and raw sewage. The persistence of its odour has led to the fruit's banishment from certain hotels and public transportation in Southeast Asia.
There are 30 recognised Durio species, at least nine of which produce edible fruit. D. zibethinus is the only species available in the international market: other species are sold in their local regions. There are hundreds of cultivars of D. zibethinus; many consumers express preferences for specific cultivars, which fetch higher prices in the market.


== Description ==
The wood of D. zibethinus is reddish brown.


== Ecology ==

D. zibethinus flowers are visited by bats which eat the pollen and pollinate the flowers. The flowers open in the afternoon and shed pollen in the evening. By the following morning, the calyx, petals, and stamens have fallen off to leave only the gynoecium of the flower.


== Cultivars ==

Over the centuries, numerous durian cultivars, propagated by vegetative clones, have arisen in southeast Asia. They used to be grown with mixed results from seeds of trees bearing superior quality fruit, but now are propagated by layering, marcotting, or more commonly, by grafting, including bud, veneer, wedge, whip or U-grafting onto seedlings of randomly selected rootstocks. Different cultivars may be distinguished to some extent by variations in the fruit shape, such as the shape of the spines. Durian consumers express preferences for specific cultivars, which fetch higher prices in the market.Most cultivars have a common name and a code number starting with ""D"". For example, some popular clones are Kop (D99 Thai: กบ – ""frog"" [kòp]), Chanee (D123, Thai: ชะนี – gibbon [tɕʰániː]), Berserah or Green Durian or Tuan Mek Hijau (D145 Thai: ทุเรียนเขียว – Green Durian [tʰúriːən kʰǐow]), Kan Yao (D158, Thai: ก้านยาว – Long Stem [kâːn jaːw]), Mon Thong (D159, Thai: หมอนทอง – Golden Pillow [mɔ̌ːn tʰɔːŋ]), Kradum Thong (Thai: กระดุมทอง – Golden Button [kràdum tʰɔːŋ]), and with no common name, D24 and D169. Each cultivar has a distinct taste and odour. More than 200 cultivars of D. zibethinus exist in Thailand.
Mon thong is the most commercially sought after for its thick, full-bodied creamy and mild sweet tasting flesh with relatively moderate smell emitted and smaller seeds, while Chanee is the best in terms of its resistance to infection by Phytophthora palmivora. Kan Yao is somewhat less common, but prized for its longer window of time when it is both sweet and odorless at the same time. Among all the cultivars in Thailand, five are currently in large-scale commercial cultivation: Chanee, Mon Thong, Kan Yao, Ruang, and Kradum. There have been more than 100 registered cultivars since the 1920s in Malaysia and up to 193 cultivars by 1992. Many superior cultivars have been identified through competitions held at the annual Malaysian Agriculture, Horticulture, and Agrotourism Show. In Vietnam, the same process has been achieved through competitions held by the Southern Fruit Research Institute. A recently popular variety is Musang King.By 2007, Thai government scientist Songpol Somsri had crossbred more than ninety varieties of durian to create Chantaburi No. 1, a cultivar without the characteristic odour. Another hybrid, Chantaburi No. 3, develops the odour about three days after the fruit is picked, which enables an odourless transport yet satisfies consumers who prefer the pungent odour. On 22 May 2012, two other cultivars from Thailand that also lack the usual odour, Long Laplae and Lin Laplae, were presented to the public by Yothin Samutkhiri, governor of Uttaradit Province, from where these cultivars were developed locally, and announced the dates for the yearly durian fair of Laplae District, and the names given to both cultivars.


=== Nutritional information ===


== See also ==
Breadfruit, an unrelated fruit that looks similar
Jackfruit, an unrelated fruit that looks similar
Mangosteen, nicknamed the ""queen of fruits""


== References ==


== External links ==
Durio zibethinus (Bombacaceae)
the controversial durian
The durian: stinky fruit, killing fruit
Nutritional value of durian
Year of the Durian: a durian lover's travelogue and guide.
A Durian How To.",
4,Dypsis_lutescens,House Plant,https://en.wikipedia.org/wiki/Dypsis_lutescens,"Dypsis lutescens, also known as golden cane palm, areca palm, yellow palm, or butterfly palm, is a species of flowering plant in the family Arecaceae, native to Philippines, Madagascar and South India and naturalized in the Andaman Islands, Réunion, El Salvador, Cuba, Puerto Rico, the Canary Islands, southern Florida, Haiti, the Dominican Republic, Jamaica, the Leeward Islands and the Venezuelan Antilles.


== Description ==
Dypsis lutescens grows 6–12 m (20–39 ft) in height. Multiple stems emerge from the base. The fronds are arched, 2–3 m (6 ft 7 in–9 ft 10 in) long, and pinnate, with 40-60 pairs of leaflets. It bears panicles of yellow flowers in summer. Offsets can be cut off when mature enough, as a propagation method.
It is grown as an ornamental plant in gardens in tropical and subtropical regions, and elsewhere indoors as a houseplant. It has gained the Royal Horticultural Society's Award of Garden Merit.One of several common names, ""butterfly palm"", refers to the leaves which curve upwards in multiple stems to create a butterfly look.

In its introduced range, this plant acts as a supplier of fruit to some bird species which feed on it opportunistically, such as Pitangus sulphuratus, Coereba flaveola and Thraupis sayaca species in Brazil.


== References ==


== External links ==
PACSOA: Dypsis lutescens
Part of this article was compiled from the Portuguese Wikipedia article.",
5,Elaeagnus_angustifolia,Tree,https://en.wikipedia.org/wiki/Elaeagnus_angustifolia,"Elaeagnus angustifolia, commonly called Russian olive, silver berry, oleaster, Persian olive, or wild olive, is a species of Elaeagnus, native to western and central Asia, Afghanistan, from southern Russia and Kazakhstan to Turkey, Iran, and parts of Pakistan. It is now also widely established in North America as an introduced species.


== Name ==
Its common name comes from its similarity in appearance to the olive (Olea europaea), in a different botanical family, the Oleaceae.


== Description ==

Elaeagnus angustifolia is a usually thorny shrub or small tree growing to 5–7 m (16–23 ft) in height. Its stems, buds, and leaves have a dense covering of silvery to rusty scales. The leaves are alternate, lanceolate, 4–9 cm (1 1⁄2–3 1⁄2 in) long and 1.0–2.5 cm (3⁄8–1 in) broad, with a smooth margin. The highly aromatic flowers, produced in clusters of one to three, are 1 cm long with a four-lobed creamy yellow calyx; they appear in early summer and are followed by clusters of fruit, a small cherry-like drupe 1.0–1.7 cm (3⁄8–11⁄16 in) long, orange-red covered in silvery scales. The fruits are sweet, though with a dryish, mealy texture.
The shrub can fix nitrogen in its roots, enabling it to grow on bare mineral substrates.


== Ecology ==
The caterpillars of the high altitude alpine moth Lachana alpherakii use it as a host plant. The fruit is readily eaten and the seeds disseminated by many species of birds. The plants begin to flower and fruit from 3 years old.


== Uses ==
In Iran, the dried powder of the fruit is used mixed with milk for rheumatoid arthritis and joint pains. It is also one of the seven items which are used in Haft Seen or the seven 'S's which is a traditional table setting of Nowruz, the traditional Persian spring celebration. There is evidence supporting beneficial effects of aqueous extract of Russian olive in reducing the symptoms of osteoarthritis with an efficacy comparable to that of acetaminophen and ibuprofen.


=== Ornamental plant ===

E. angustifolia has a long history of cultivation. It was described as Zizyphus cappadocica by John Gerard, and was grown by John Parkinson by 1633, and was also grown in Germany in 1736. It is now widely grown across southern and central Europe as a drought and cold-resistant ornamental plant for its scented flowers, edible fruit, attractive yellow foliage, and black bark.


=== Invasive behavior ===
The species was introduced into North America by the late 19th century, and was both planted and spread through the consumption of its fruits (which seldom ripen in England), by birds, which disperse the seeds. Russian olive is considered to be an invasive species in many places in the United States because it thrives on poor soil, has low seedling mortality rates, matures in a few years, and out-competes the native vegetation. It often invades riparian habitats where the canopy of cottonwood trees has died. Its quick-spreading root system can make it pest-like.


== Propagation ==
Establishment and reproduction of E. angustifolia is primarily by seed, although some spread by vegetative propagation also occurs.


== References ==


== External links ==
Jepson Manual Treatment
Species Profile – Russian Olive (Elaeagnus angustifolia), National Invasive Species Information Center, United States National Agricultural Library Lists general information and resources for Russian olive
USDA Plants Profile
Photo gallery",
6,Elaeagnus_pungens,Shrub,https://en.wikipedia.org/wiki/Elaeagnus_pungens,"Elaeagnus pungens is a species of flowering plant in the family Elaeagnaceae, known by the common names thorny olive, spiny oleaster and silverthorn; also by the family name ""oleaster"". It is native to Asia, including China and Japan. It is present in the southeastern United States as an introduced species, a common landscaping and ornamental plant, and sometimes an invasive species.


== Description ==
Elaeagnus pungens is a dense, branching shrub which can reach over 7 metres (23 ft) tall by 4 metres (13 ft) wide. It sprouts prolifically from its stem, spreading out and twining into adjacent vegetation. Parts of the stem are covered in thorns which can be up to 8 centimetres (3.1 in) long. The evergreen, alternately-arranged leaves are up to 10 centimetres (3.9 in) long but under 5 centimetres (2.0 in) wide. The undersides are silvery white with brown flecks. Tubular flowers are borne in clusters of up to three. The flowers are yellowish or white and are sweet-scented. The fruit is a drupe up to 1.5 centimetres (0.59 in) long which contains one seed. It is reddish with silver scales. Blooming occurs in the autumn and fruit develops during the spring. The plant grows quickly, with shoots growing over one meter per season. The growth has been described as ""aggressive"", with shoots extending many meters into neighboring treetops. The seeds are dispersed by birds.

		
		
		


== Habitat ==
In China this plant occurs on hillsides and in thickets. In Japan it grows in scrub dominated by Quercus phillyraeoides and Pittosporum tobira. This plant was introduced to the United States from Asia in 1830. It has been used extensively as a landscaping plant. Its densely packed, spreading form has proved useful along roadsides and highway medians. It was also used to revegetate abandoned mining sites in Kentucky and other areas. It took hold easily and still persists in these places. It also spread into the wild, having escaped cultivation. In North Carolina it has been reported from longleaf pine forests, urban and maritime forests, and oak-hickory woodlands. In Alabama it grows in urban areas and in protected, natural habitats as a weed.


== Cultivation ==

Despite its invasive potential, E. pungens is widely cultivated as a garden plant in temperate regions. It tolerates varied environmental conditions, including heat, cold, wind, coastal conditions, shade, and full sun. It is very drought-tolerant. It can grow in varied soil types, including those found at mine spoils. Numerous cultivars have been developed, especially for variegated foliage effects. Commercially available cultivars include 'Maculata', which has gold coloration on the leaves, as well as 'Fruitlandii', 'Hosoba-Fukurin' and 'Goldrim'.Elaeagnus × submacrophylla, formerly known as E. × ebbingei, is a hybrid between E. macrophylla and E. pungens. The hybrid and its  cultivars are also grown in gardens as ornamental plants.


== Ecology ==
Many birds feed on the fruits of the shrub.  Birds are most attracted to the plants that produce the most fruit. Studies have found that cedar waxwings attracted to roadside plantings of the shrub are susceptible to automobile-related mortality. In Brazos County, Texas between 8 March and 5 April 1981, researchers counted 298 cedar waxwings that had been killed while trying to get fruits from thorny-olive shrubs growing along one highway.


== References ==


== External links ==
Trees, Shrubs, and Woody Vines of North Carolina: Thorny-Olive (Elaeagnus pungens)",
7,Elymus_magellanicus,Grass (Ornamental),https://en.wikipedia.org/wiki/Elymus_magellanicus,"Elymus magellanicus, the Magellan wheatgrass, is a clump-forming grass native to South American mountains. It grows 1½-ft high and wide and has metallic blue leaves. Nearly evergreen in mild climates, it is a good container plant.


== References ==


== External links ==
Elymus magellanicus - Royal Botanic Garden, Kew",
8,Encelia_farinosa,Shrub,https://en.wikipedia.org/wiki/Encelia_farinosa,"Encelia farinosa (commonly known as brittlebush or brittlebrush), is a common desert shrub of northern Mexico (Baja California, Baja California Sur, Sonora, Sinaloa, and Hidalgo) and the southwestern United States (California, Arizona, Utah, and Nevada).The common name ""brittlebush"" comes from the brittleness of its stems. Other names include hierba del vaso (Spanish) and cotx (Seri). Another Spanish name for it is incienso because the dried sap was burned by early Spanish missions in the New World as incense.


== Habitat ==
E. farinosa can be found in a variety of habitats from dry, gravelly slopes to open, sandy washes up to 1,000 m (3,300 ft). It requires a very sunny position in a deep very well-drained soil. It does well in cultivation often being used for border, erosion control, ground cover and massing and recently has spread dramatically in areas not natural to its distribution in large part because Caltrans has begun to use it in hydroseeding.


== Description ==
Brittlebush grows up to 30 to 150 cm (12 to 59 in) tall, with fragrant leaves 3–8 centimetres (1.2–3.1 in) long, ovate to deltoid, and silvery tomentose. The capitula are 3.0–3.5 cm in diameter, with orange-yellow ray florets and yellow or purple-brown disc florets. They are arranged in loose panicles above the leafy stems fruit 3–6 mm and no pappus is visible.3-Acetyl-6-methoxybenzaldehyde is found in the leaves of E. farinosa.


=== Varieties ===
Two varieties of E. farinosa are recognized by Flora of North America.
E. f. var. farinosa – yellow disc florets
E. f. var. phenicodonta (Blake) I.M.Johnston – purple-brown disc floretsVarieties formerly included E. f. var. radians, now regarded as a separate species E. radians Brandegee.


== Uses ==
Brittlebush has a long history of uses by indigenous and pioneer peoples.

Glue: The resin collected from the base of the plant, yellowish to brown, can be heated and used as a glue. The O'odham and Seri use it for hafting, to hold points on arrows and harpoons.
Sealer: A different sort of resin collected from the upper stems is more gummy and generally a clear yellow. The Seri use this to seal pottery vessels.
Incense: Early Spanish friars learned that the resin made a highly fragrant incense, akin to frankincense in odor.
Gum: The Sells area Tohono O'odham children use upper stem resin as a passable chewing gum.
Toothbrush: Oldtime cowboys used brittlebush stem as a fine toothbrush.
Medicinal: Seri use brittlebush to treat toothache; the bark is removed, the branch heated in ashes, and then placed in the mouth to ""harden"" a loose tooth. The Cahuilla used brittlebush to treat toothaches as well, and used it as a chest pain reliever by heating the gum and applying it to the chest.
Waterproofing: It has been used to waterproof containers.
Varnish: It has been melted then used as a varnish.


== References ==


== External links ==
UC Jepson Manual treatment for Encelia farinosa
Encelia farinosa – U.C. CalPhotos Gallery",
9,Epidendrum_ibaguense,Tropical,https://en.wikipedia.org/wiki/Epidendrum_ibaguense,"Epidendrum ibaguense (pronounced ee-bah-GAIN-say) is a species of epiphytic orchid of the genus Epidendrum which occurs in Trinidad, French Guyana, Venezuela, Colombia and Northern Brazil.


== Taxonomy ==
According to Reichenbach, E. ibaguense belongs to the subsection Tuberculata Rchb.f. of section Schistochila Rchb.f. of subgenus Amphiglotium Lindl..According to Kew, E. decipiens Lindl. (1853) (p. 391, Reichenbach 1861)) and E. schomburgkii var. confluens (p. 389-390, Reichenbach 1861) are synonyms of E. ibaguense; according to Reichenbach 1861, these two separate species belong to the subsection Carinata.
Other synonyms (according to Kew) : 

Epidendrum decipiens Lindl., 1853
Epidendrum schomburgkii var. confluens Lindl., 1853
Epidendrum chrysostomum Rchb.f.,1856
Epidendrum bituberculatum Rolfe, 1892
Epidendrum planiceps Kraenzl., 1911
Epidendrum laetum Schltr., 1919
Epidendrum fraternum Schltr., 1920
Epidendrum smithii Schltr., 1920
Epidendrum sororium Schltr., 1920
Epidendrum miquelii Schltr., 1925
Epidendrum ibaguense var. confluens (Lindl.) C.Schweinf., 1944


== Description ==
Like the other members of Epidendrum subgenus Amphiglotium Lindl., E. ibaguense exhibits a pseudo-monopodial growth habit: it produces a vertical stem covered with the sheathing bases of distichous leaves and without the swelling typical of the pseudobulbs found in many sympodial orchids.  However, E. ibaguense is actually sympodial:  the peduncle of the inflorescence, tightly covered for most of its length by thin, overlapping sheaths, is terminal, not lateral.  A new growth is then (usually) produced from near the base of the old one, although  E. ibaguense will frequently produce a keiki from an old inflorescence. Like the other members of Epidendrum Amphiglotium section Schistochila Rchb.f., E. ibaguense flowers are borne on a congested, successively flowering raceme at the end of a long peduncle, and have a trilobate lip that is adnate to the column to the very apex.  Like the members of the subsections Carinata Rchb.f. and Tuberculata Rchb.f., the three lobes of the E. ibaguense lip are deeply fringed or lacerate.  Like E. radicans, (but unlike E. secundum Jacq., E. fulgens, E. puniceoluteum, and E. cinnabarinum) the flowers of E. ibaguense are resupinate. E. ibaguense differs from E. radicans by producing most of its roots from near the bottom of the stem, and producing stems that ""really stand up.""  Like E. secundum Jacq. and E. radicans, different individuals of E. ibaguense can produce flowers that are lavender, red, orange, or yellow.
The chromosome number of an individual collected in Serra Pacaraina, Brazil, has been determined as 2n = 70.


== References ==


== External links ==
 Media related to Epidendrum ibaguense at Wikimedia Commons
 Data related to Epidendrum ibaguense at Wikispecies
A photograph of the flowers may be found at: https://www.flickr.com/photos/toddboland/3967978457/",
10,Equisetum_hyemale,Grass (Ornamental),https://en.wikipedia.org/wiki/Equisetum_hyemale,"Equisetum hyemale (commonly known as rough horsetail, scouring rush, scouringrush horsetail and, in South Africa, as snake grass) is a perennial herb in the fern Phylum Pteridophyta. It is a native plant throughout the Holarctic Kingdom, found in North America, Europe, and northern Asia.


== Distribution ==
In nature Equisetum hyemale grows in mesic (reliably moist) habitats, often in sandy or gravelly areas. It grows from between sea level to 2,530 metres (8,300 ft) in elevation.It is primarily found in wetlands, and in riparian zones of rivers and streams where it can withstand seasonal flooding.  It is also found around springs and seeps, and can indicate their presence when not flowing.  Other habitats include moist forest and woodland openings, lake and pond shores, ditches, and marshes and swamps.


== Description ==
Equisetum hyemale has vertical jointed reed-like stalks of medium to dark green. The hollow stems are up to 3 feet (0.91 m) in height. The stems are seldom branched. The stems themselves have conspicuous ridges, which are impregnated with silica. This makes the ridges feel rough and harsh.The tiny leaves are joined together around the stem, forming a narrow black-green band or sheath at each joint. Like other ferns and their relatives, the plant reproduces by spores and does not produce flowers or seeds.The stems are generally deciduous in cold climates, and remain during winter in warmer climates. It forms dense spreading colonies, in full to partial sun.

SubspeciesEquisetum hyemale subsp. affine—endemic to North America.Two Equisetum plants are sold commercially under the names Equisetum japonicum (barred horsetail) and Equisetum camtschatcense (Kamchatka horsetail). These are both types of E. hyemale var. hyemale, although they may also be listed as varieties of E. hyemale.


== Uses ==


=== Domestic ===
The rough stems have been used to scour or clean pots, and used as sandpaper.Boiled and dried Equisetum hyemale is used as traditional polishing material, similar to a fine grit sandpaper, in Japan.

Music
The stems are used to shape the reeds of reed instruments such as clarinets or saxophones.


=== Medicinal ===
Some Plateau Indian tribes boiled the stalks to produce a drink used as a diuretic and to  treat venereal disease.It is used as a homeopathic remedy.


=== Cultivation ===
Equisetum hyemale cultivated as an ornamental plant, for use in contained garden beds and planters, and in pots. It is a popular ""icon plant"" in contemporary Modernist and Asian style garden design. Its tight verticality fits into narrow planting spaces between walkways and walls, and on small balconies.
It is also used as an accent plant in garden ponds and ornamental pools, and other landscape water features, planted in submerged pots.
The plant is sometimes sold in the nursery trade as ""barred horsetail"" or ""Equisetum japonicum"", but is different in appearance than Equisetum ramosissimum var. Japonicum.


==== Invasiveness ====
The plant spreads very aggressively by underground runners, reaching under/past pavements and garden walls. Root barriers or large sunken planters ease containment in the garden.In South Africa and Australia, the plant is an invasive species of moist natural habitats.


== References ==


== External links ==
USDA Plants Profile: Equisetum hyemale (scouringrush horsetail)
Flora of North America: Equisetum hyemale
Missouri Botanical Garden, Kemper Center for Home Gardening — Equisetum hyemale (scouring rush)
Floridata — Equisetum hyemale.",
