Botanical Name,
Hypotrachyna dentella,
Hypotrachyna ensifolia,
Hypotrachyna gondylophora,
Hypotrachyna imbricatula,
Hypotrachyna laevigata,
Hypotrachyna livida,
Hypotrachyna oostingii,
Hypotrachyna osseoalba,
Hypotrachyna polydactyla,
Hypotrachyna producta,
Hypotrachyna prolongata,
Hypotrachyna pseudosinuosa,
Hypotrachyna pulvinata,
Hypotrachyna pustulifera,
Hypotrachyna revoluta,
Hypotrachyna riparia,
Hypotrachyna rockii,
Hypotrachyna showmanii,
Hypotrachyna sinuosa,
Hypotrachyna subsaxatilis,
Hypotrachyna taylorensis,
Hypotrachyna thysanota,
Hypotrachyna virginica,
Hypoxis curtissii,
Hypoxis decumbens,
Hypoxis hirsuta,
Hypoxis juncea,
Hypoxis kilimanjarica,
Hypoxis mexicana,
Hypoxis rigida,
Hypoxis sessilis,
Hypoxis wrightii,
Hyptis alata,
Hyptis americana,
Hyptis atrorubens,
Hyptis capitata,
Hyptis emoryi,
Hyptis escobilla,
Hyptis lantanifolia,
Hyptis mutabilis,
Hyptis pectinata,
Hyptis spicigera,
Hyptis suaveolens,
Hyptis verticillata,
Hyssopus officinalis,
Iberis amara,
Iberis carnosa,
Iberis gibraltarica,
Iberis sempervirens,
Iberis umbellata,
Ibervillea lindheimeri,
Ibervillea tenuisecta,
Ibicella lutea,
Icacina senegalensis,
Ichnanthus nemorosus,
Ichnanthus pallens,
Ichnanthus tenuis,
Icmadophila ericetorum,
Idahoa scapigera,
Idesia polycarpa,
Ilex ambigua,
Ilex amelanchier,
Ilex anomala,
Ilex aquifolium,
Ilex attenuata,
Ilex buergeri,
Ilex cassine,
Ilex collina,
Ilex cookii,
Ilex coriacea,
Ilex cornuta,
Ilex crenata,
Ilex cuthbertii,
Ilex decidua,
Ilex glabra,
Ilex goshiensis,
Ilex guianensis,
Ilex hexandra,
Ilex hypaneura,
Ilex krugiana,
Ilex laevigata,
Ilex longipes,
Ilex macfadyenii,
Ilex montana,
Ilex mucronata,
Ilex myrtifolia,
Ilex nitida,
Ilex obcordata,
Ilex opaca,
Ilex paraguariensis,
Ilex pedunculosa,
Ilex rotunda,
Ilex sandwicensis,
Ilex sideroxyloides,
Ilex sugerokii,
Ilex urbaniana,
Ilex verticillata,
Ilex volkensiana,
Ilex vomitoria,
Iliamna bakeri,
Iliamna crandallii,
Iliamna grandiflora,
Iliamna latibracteata,
Iliamna longisepala,
Iliamna rivularis,
Illecebrum verticillatum,
Illicium floridanum,
Illicium parviflorum,
Illicium verum,
Illosporium carneum,
Immersaria carbonoidea,
Impatiens aurella,
Impatiens balfourii,
Impatiens balsamina,
Impatiens capensis,
Impatiens ecornuta,
Impatiens glandulifera,
Impatiens noli-tangere,
Impatiens pallida,
Impatiens parviflora,
Impatiens sodenii,
Impatiens walleriana,
Imperata brasiliensis,
Imperata brevifolia,
Imperata conferta,
Imperata contracta,
Imperata cylindrica,
Imshaugia aleurites,
Imshaugia placorodia,
Incarvillea delavayi,
Incarvillea olgae,
Indigofera amblyantha,
Indigofera arrecta,
Indigofera atriceps,
Indigofera australis,
Indigofera caroliniana,
Indigofera circinella,
Indigofera colutea,
Indigofera cordifolia,
Indigofera cryptantha,
Indigofera decora,
Indigofera dosua,
Indigofera flavicans,
Indigofera glandulosa,
Indigofera guatemalensis,
Indigofera hendecaphylla,
Indigofera hirsuta,
Indigofera hochstetteri,
Indigofera kirilowii,
Indigofera lindheimeriana,
Indigofera miniata,
Indigofera nummulariifolia,
Indigofera oxycarpa,
Indigofera parodiana,
Indigofera parviflora,
Indigofera pilosa,
Indigofera praticola,
Indigofera pretoriana,
Indigofera pseudotinctoria,
Indigofera rautanenii,
